seed,score,percentage
27840,465,60
28118,465,60
28370,465,60
28398,465,60
28762,465,60
28834,465,60
28919,465,60
29565,465,60
29685,465,60
29775,465,60
30153,465,60
30632,465,60
31108,465,60
31116,465,60
31557,465,60
31578,465,60
31747,465,60
32165,465,60
33048,465,60
33409,465,60
33431,465,60
33690,465,60
34175,465,60
34217,465,60
34471,465,60
34829,465,60
35184,465,60
35394,465,60
35579,465,60
35926,465,60
36629,465,60
37704,465,60
38353,465,60
39267,465,60
39566,465,60
39621,465,60
39670,465,60
39726,465,60
40247,465,60
40286,465,60
40644,465,60
41491,465,60
41503,465,60
41531,465,60
42119,465,60
42146,465,60
42355,465,60
42470,465,60
42768,465,60
42826,465,60
43664,465,60
44652,465,60
44990,465,60
45657,465,60
46254,465,60
46296,465,60
46614,465,60
46751,465,60
47275,465,60
47507,465,60
48155,465,60
48160,465,60
49126,465,60
49577,465,60
50336,465,60
50385,465,60
50506,465,60
51438,465,60
52392,465,60
52624,465,60
52723,465,60
53056,465,60
53823,465,60
54087,465,60
54399,465,60
54708,465,60
54972,465,60
55236,465,60
55591,465,60
56575,465,60
56691,465,60
56716,465,60
57467,465,60
57739,465,60
57857,465,60
58289,465,60
58301,465,60
58488,465,60
58894,465,60
58946,465,60
59169,465,60
59233,465,60
62304,465,60
62735,465,60
62738,465,60
62772,465,60
62952,465,60
63047,465,60
63589,465,60
64056,465,60
64128,465,60
64294,465,60
64306,465,60
64423,465,60
65057,465,60
65099,465,60
65454,465,60
65660,465,60
66110,465,60
66882,465,60
66973,465,60
67020,465,60
67215,465,60
68497,465,60
68767,465,60
70058,465,60
71006,465,60
71176,465,60
71183,465,60
71255,465,60
71259,465,60
71314,465,60
72406,465,60
72498,465,60
73005,465,60
73443,465,60
73927,465,60
73962,465,60
73981,465,60
74555,465,60
74820,465,60
75252,465,60
75379,465,60
75550,465,60
75728,465,60
76163,465,60
76258,465,60
76676,465,60
76819,465,60
77780,465,60
77914,465,60
78796,465,60
78813,465,60
79036,465,60
79282,465,60
79430,465,60
79468,465,60
79511,465,60
79551,465,60
79590,465,60
79607,465,60
80031,465,60
80443,465,60
81046,465,60
81545,465,60
81602,465,60
81745,465,60
82163,465,60
82872,465,60
83385,465,60
83394,465,60
83605,465,60
84281,465,60
85569,465,60
85624,465,60
85686,465,60
85959,465,60
85971,465,60
86211,465,60
86603,465,60
86787,465,60
86845,465,60
86898,465,60
87167,465,60
87171,465,60
87480,465,60
87782,465,60
87994,465,60
88209,465,60
88800,465,60
89225,465,60
89331,465,60
89794,465,60
89964,465,60
91388,465,60
91648,465,60
91682,465,60
91993,465,60
92239,465,60
92300,465,60
92380,465,60
92820,465,60
93397,465,60
94117,465,60
94147,465,60
94412,465,60
94437,465,60
94511,465,60
94661,465,60
94702,465,60
95532,465,60
95782,465,60
95849,465,60
95894,465,60
96081,465,60
96246,465,60
96288,465,60
96681,465,60
96864,465,60
97173,465,60
97549,465,60
97569,465,60
98601,465,60
98938,465,60
99189,465,60
99195,465,60
99288,465,60
99332,465,60
99713,465,60
99847,465,60
123,466,60
130,466,60
764,466,60
1569,466,60
1586,466,60
1774,466,60
2082,466,60
2231,466,60
2418,466,60
2785,466,60
4112,466,60
5135,466,60
5392,466,60
5481,466,60
5877,466,60
6300,466,60
6315,466,60
6481,466,60
7320,466,60
7404,466,60
9719,466,60
9900,466,60
10269,466,60
10915,466,60
11721,466,60
11867,466,60
12292,466,60
12659,466,60
13115,466,60
13602,466,60
14125,466,60
14221,466,60
14531,466,60
15337,466,60
15908,466,60
16036,466,60
16247,466,60
16393,466,60
16517,466,60
16743,466,60
16789,466,60
16977,466,60
17389,466,60
17394,466,60
17547,466,60
17554,466,60
18128,466,60
18351,466,60
19182,466,60
19254,466,60
19538,466,60
20427,466,60
20708,466,60
20730,466,60
21193,466,60
21232,466,60
21322,466,60
21384,466,60
21472,466,60
21559,466,60
22447,466,60
22653,466,60
23265,466,60
23713,466,60
24862,466,60
25056,466,60
25289,466,60
25732,466,60
25866,466,60
25871,466,60
26191,466,60
26227,466,60
26236,466,60
26300,466,60
26642,466,60
26973,466,60
27410,466,60
27853,466,60
27935,466,60
27968,466,60
27973,466,60
28014,466,60
28332,466,60
28622,466,60
29227,466,60
30232,466,60
30489,466,60
30658,466,60
30775,466,60
30930,466,60
31004,466,60
31814,466,60
32015,466,60
32027,466,60
32957,466,60
33539,466,60
34058,466,60
34212,466,60
34527,466,60
35534,466,60
35954,466,60
36175,466,60
36197,466,60
36259,466,60
36294,466,60
36504,466,60
37082,466,60
37746,466,60
38627,466,60
39022,466,60
39713,466,60
39968,466,60
39978,466,60
40289,466,60
40294,466,60
40511,466,60
40554,466,60
41146,466,60
41407,466,60
41560,466,60
41980,466,60
41986,466,60
42443,466,60
42872,466,60
44085,466,60
44284,466,60
44982,466,60
46855,466,60
47632,466,60
48689,466,60
48745,466,60
48940,466,60
49043,466,60
49104,466,60
49195,466,60
49242,466,60
49934,466,60
50203,466,60
50555,466,60
50585,466,60
50739,466,60
51466,466,60
51612,466,60
51674,466,60
52620,466,60
53651,466,60
53926,466,60
54134,466,60
54169,466,60
54268,466,60
54270,466,60
54383,466,60
54410,466,60
54518,466,60
55289,466,60
55368,466,60
56412,466,60
56428,466,60
56680,466,60
56862,466,60
56905,466,60
58151,466,60
58243,466,60
58350,466,60
58907,466,60
58947,466,60
59733,466,60
60509,466,60
60688,466,60
61131,466,60
61379,466,60
61727,466,60
61847,466,60
62407,466,60
64546,466,60
64983,466,60
65002,466,60
65037,466,60
65597,466,60
66274,466,60
66542,466,60
66939,466,60
67355,466,60
67605,466,60
68766,466,60
68806,466,60
68857,466,60
69185,466,60
69191,466,60
69464,466,60
70202,466,60
70296,466,60
70345,466,60
70501,466,60
71171,466,60
71635,466,60
71908,466,60
71916,466,60
72766,466,60
72948,466,60
73104,466,60
73128,466,60
73635,466,60
74116,466,60
74132,466,60
74766,466,60
74988,466,60
75018,466,60
75230,466,60
75291,466,60
75765,466,60
76078,466,60
76541,466,60
76602,466,60
77341,466,60
77565,466,60
77613,466,60
78737,466,60
78941,466,60
79084,466,60
79237,466,60
79727,466,60
79981,466,60
80170,466,60
80554,466,60
81600,466,60
81831,466,60
81998,466,60
82445,466,60
82559,466,60
82841,466,60
83037,466,60
83398,466,60
83967,466,60
84003,466,60
84142,466,60
84456,466,60
84931,466,60
85101,466,60
85252,466,60
86610,466,60
86628,466,60
86870,466,60
86914,466,60
87524,466,60
88160,466,60
88571,466,60
89516,466,60
90479,466,60
90890,466,60
91031,466,60
91328,466,60
91454,466,60
91885,466,60
91918,466,60
92796,466,60
93714,466,60
93817,466,60
94045,466,60
94076,466,60
94804,466,60
94841,466,60
94960,466,60
95337,466,60
95731,466,60
96810,466,60
97156,466,60
97172,466,60
97394,466,60
97433,466,60
98826,466,60
99260,466,60
99313,466,60
99729,466,60
150,467,60
437,467,60
528,467,60
1343,467,60
1428,467,60
1464,467,60
1695,467,60
1872,467,60
2488,467,60
2654,467,60
3032,467,60
3063,467,60
3737,467,60
4383,467,60
4445,467,60
5245,467,60
5449,467,60
5744,467,60
5978,467,60
6124,467,60
6944,467,60
7003,467,60
7014,467,60
7049,467,60
8578,467,60
8735,467,60
9094,467,60
9148,467,60
9172,467,60
9839,467,60
10386,467,60
10542,467,60
10990,467,60
11638,467,60
11846,467,60
12364,467,60
12560,467,60
13079,467,60
13892,467,60
14305,467,60
15742,467,60
16143,467,60
16258,467,60
16359,467,60
16950,467,60
17465,467,60
17589,467,60
18104,467,60
18145,467,60
18258,467,60
18335,467,60
18927,467,60
19981,467,60
20090,467,60
21315,467,60
22021,467,60
22193,467,60
22262,467,60
22477,467,60
22578,467,60
22603,467,60
23576,467,60
24466,467,60
24619,467,60
24624,467,60
24715,467,60
25389,467,60
25844,467,60
27684,467,60
27852,467,60
28291,467,60
28402,467,60
28836,467,60
28931,467,60
29052,467,60
29187,467,60
29201,467,60
29839,467,60
29985,467,60
31188,467,60
31559,467,60
32239,467,60
32548,467,60
32965,467,60
33530,467,60
33847,467,60
34496,467,60
35248,467,60
35404,467,60
35451,467,60
35497,467,60
35542,467,60
36034,467,60
36455,467,60
36542,467,60
36763,467,60
36845,467,60
36985,467,60
37086,467,60
37377,467,60
37451,467,60
38093,467,60
38347,467,60
38995,467,60
39104,467,60
39201,467,60
39436,467,60
39446,467,60
39981,467,60
40220,467,60
40809,467,60
42027,467,60
42311,467,60
43438,467,60
43956,467,60
44122,467,60
44623,467,60
45027,467,60
45408,467,60
45426,467,60
45866,467,60
46435,467,60
47057,467,60
47178,467,60
47564,467,60
47640,467,60
48612,467,60
49138,467,60
50070,467,60
50262,467,60
50655,467,60
51055,467,60
51409,467,60
51505,467,60
52055,467,60
52316,467,60
52504,467,60
52519,467,60
53450,467,60
53518,467,60
54560,467,60
54563,467,60
55050,467,60
55064,467,60
55816,467,60
56065,467,60
56663,467,60
56947,467,60
57976,467,60
58850,467,60
59884,467,60
60236,467,60
60611,467,60
60626,467,60
60751,467,60
60918,467,60
61328,467,60
61473,467,60
61556,467,60
63583,467,60
64270,467,60
64880,467,60
66358,467,60
66399,467,60
66895,467,60
68219,467,60
68986,467,60
69317,467,60
69933,467,60
70453,467,60
71475,467,60
72256,467,60
72442,467,60
72742,467,60
72850,467,60
73094,467,60
73403,467,60
74160,467,60
74465,467,60
74524,467,60
74739,467,60
75088,467,60
75151,467,60
75288,467,60
75421,467,60
75511,467,60
75529,467,60
75932,467,60
75997,467,60
76868,467,60
80091,467,60
80136,467,60
80837,467,60
80845,467,60
80994,467,60
81010,467,60
81452,467,60
81477,467,60
82242,467,60
82362,467,60
82776,467,60
84101,467,60
84611,467,60
84759,467,60
84789,467,60
84791,467,60
85665,467,60
86809,467,60
87257,467,60
87633,467,60
87670,467,60
88115,467,60
88330,467,60
88365,467,60
89014,467,60
89104,467,60
89314,467,60
89498,467,60
89575,467,60
90053,467,60
90152,467,60
90284,467,60
91175,467,60
91220,467,60
91576,467,60
91651,467,60
91749,467,60
91969,467,60
92012,467,60
92596,467,60
92690,467,60
93675,467,60
93926,467,60
94168,467,60
94328,467,60
94872,467,60
95850,467,60
96310,467,60
96674,467,60
97758,467,60
97816,467,60
99222,467,60
1458,468,60
2044,468,60
2122,468,60
2348,468,60
2485,468,60
2625,468,60
2756,468,60
3004,468,60
3297,468,60
3312,468,60
3466,468,60
3618,468,60
3831,468,60
3910,468,60
4495,468,60
5615,468,60
5826,468,60
5850,468,60
6059,468,60
6209,468,60
6210,468,60
7551,468,60
7791,468,60
7913,468,60
8423,468,60
8571,468,60
9239,468,60
9387,468,60
9638,468,60
9655,468,60
9816,468,60
11027,468,60
11131,468,60
11380,468,60
11699,468,60
11756,468,60
12053,468,60
12664,468,60
13094,468,60
13531,468,60
13558,468,60
13722,468,60
14168,468,60
14697,468,60
14921,468,60
15543,468,60
16140,468,60
16390,468,60
16395,468,60
16910,468,60
16917,468,60
17238,468,60
17596,468,60
18245,468,60
18307,468,60
18518,468,60
18694,468,60
19203,468,60
19225,468,60
19735,468,60
20582,468,60
21303,468,60
21675,468,60
21771,468,60
21944,468,60
22328,468,60
22627,468,60
23214,468,60
23314,468,60
23678,468,60
23828,468,60
24196,468,60
24231,468,60
24737,468,60
24792,468,60
24999,468,60
25175,468,60
25463,468,60
25651,468,60
26543,468,60
26678,468,60
26801,468,60
26861,468,60
27024,468,60
27136,468,60
27155,468,60
27397,468,60
27498,468,60
27923,468,60
28179,468,60
28267,468,60
28341,468,60
28700,468,60
29343,468,60
30482,468,60
31150,468,60
31563,468,60
32135,468,60
32186,468,60
32324,468,60
33218,468,60
33376,468,60
34179,468,60
34356,468,60
34385,468,60
34538,468,60
34620,468,60
34749,468,60
35676,468,60
36463,468,60
36473,468,60
36583,468,60
36627,468,60
36782,468,60
37003,468,60
37027,468,60
38619,468,60
38664,468,60
38818,468,60
38955,468,60
39013,468,60
39351,468,60
40027,468,60
40225,468,60
40904,468,60
41433,468,60
41632,468,60
42038,468,60
42173,468,60
42209,468,60
42534,468,60
42740,468,60
43861,468,60
43907,468,60
44607,468,60
45007,468,60
45012,468,60
45162,468,60
45259,468,60
45341,468,60
45348,468,60
45843,468,60
45872,468,60
45961,468,60
46437,468,60
46879,468,60
47329,468,60
47790,468,60
48321,468,60
49134,468,60
49423,468,60
49473,468,60
49506,468,60
50527,468,60
50530,468,60
51541,468,60
51976,468,60
52041,468,60
52583,468,60
54131,468,60
54272,468,60
54397,468,60
54653,468,60
55084,468,60
55400,468,60
55646,468,60
55812,468,60
55889,468,60
56039,468,60
56220,468,60
56330,468,60
56794,468,60
56942,468,60
57218,468,60
57476,468,60
58194,468,60
58344,468,60
58523,468,60
58689,468,60
58806,468,60
58835,468,60
59032,468,60
59329,468,60
59938,468,60
60267,468,60
60486,468,60
60749,468,60
60790,468,60
61069,468,60
61185,468,60
61341,468,60
62587,468,60
62931,468,60
62942,468,60
63681,468,60
63892,468,60
64004,468,60
64186,468,60
64384,468,60
64450,468,60
64484,468,60
64755,468,60
64821,468,60
64907,468,60
64933,468,60
65255,468,60
65852,468,60
66065,468,60
66298,468,60
66568,468,60
66607,468,60
66614,468,60
66690,468,60
66842,468,60
66859,468,60
66900,468,60
67180,468,60
67191,468,60
67279,468,60
67625,468,60
68413,468,60
69414,468,60
69683,468,60
70095,468,60
70150,468,60
70281,468,60
70445,468,60
70809,468,60
71484,468,60
71767,468,60
71806,468,60
72194,468,60
72841,468,60
72851,468,60
73146,468,60
73441,468,60
73833,468,60
74093,468,60
74523,468,60
74552,468,60
75319,468,60
75869,468,60
75967,468,60
76369,468,60
76683,468,60
76841,468,60
77573,468,60
77852,468,60
78364,468,60
78748,468,60
78861,468,60
78881,468,60
79609,468,60
79697,468,60
79753,468,60
79868,468,60
79940,468,60
80037,468,60
80041,468,60
80371,468,60
81343,468,60
81365,468,60
81554,468,60
81974,468,60
82530,468,60
83420,468,60
83594,468,60
83627,468,60
83885,468,60
84423,468,60
84800,468,60
85204,468,60
85798,468,60
86001,468,60
86250,468,60
87350,468,60
87921,468,60
88855,468,60
89035,468,60
89069,468,60
89564,468,60
90171,468,60
90180,468,60
90321,468,60
90560,468,60
90877,468,60
91364,468,60
92050,468,60
92106,468,60
92839,468,60
93095,468,60
93455,468,60
93474,468,60
93952,468,60
94457,468,60
94554,468,60
94629,468,60
95029,468,60
95030,468,60
95068,468,60
95125,468,60
95908,468,60
96142,468,60
96752,468,60
96876,468,60
96954,468,60
96970,468,60
97370,468,60
98501,468,60
98550,468,60
98565,468,60
99005,468,60
99336,468,60
99748,468,60
1084,469,60
1333,469,60
1826,469,60
2777,469,60
2946,469,60
2968,469,60
4038,469,60
4074,469,60
4531,469,60
4923,469,60
5009,469,60
5103,469,60
5370,469,60
6430,469,60
6465,469,60
6548,469,60
6765,469,60
7488,469,60
7873,469,60
7910,469,60
7986,469,60
8131,469,60
9821,469,60
9926,469,60
10180,469,60
10525,469,60
10905,469,60
11075,469,60
11333,469,60
11713,469,60
13257,469,60
13441,469,60
13478,469,60
14590,469,60
14840,469,60
14916,469,60
15343,469,60
17105,469,60
17149,469,60
17261,469,60
18023,469,60
18483,469,60
18611,469,60
19197,469,60
19497,469,60
19637,469,60
20088,469,60
20181,469,60
20777,469,60
20887,469,60
20898,469,60
20926,469,60
21074,469,60
21297,469,60
22271,469,60
23092,469,60
23166,469,60
23189,469,60
23208,469,60
23212,469,60
23239,469,60
24189,469,60
25062,469,60
25330,469,60
25488,469,60
26231,469,60
26510,469,60
26652,469,60
26796,469,60
26884,469,60
27012,469,60
27425,469,60
28074,469,60
28905,469,60
29847,469,60
30009,469,60
30011,469,60
30416,469,60
30498,469,60
30670,469,60
32240,469,60
33135,469,60
33269,469,60
33910,469,60
33962,469,60
34027,469,60
34079,469,60
34161,469,60
34331,469,60
34638,469,60
34782,469,60
34826,469,60
35266,469,60
35825,469,60
36111,469,60
36802,469,60
37108,469,60
37150,469,60
37505,469,60
37767,469,60
37801,469,60
38554,469,60
38579,469,60
38828,469,60
38881,469,60
39052,469,60
39776,469,60
39870,469,60
40226,469,60
40341,469,60
40421,469,60
41085,469,60
43639,469,60
44113,469,60
44483,469,60
44613,469,60
44626,469,60
44838,469,60
45142,469,60
45637,469,60
45860,469,60
46326,469,60
46417,469,60
46593,469,60
46845,469,60
46924,469,60
47073,469,60
47645,469,60
47899,469,60
47924,469,60
48556,469,60
49135,469,60
49901,469,60
49984,469,60
50658,469,60
50989,469,60
51867,469,60
51933,469,60
52199,469,60
52703,469,60
52888,469,60
52899,469,60
53125,469,60
53216,469,60
53520,469,60
53945,469,60
54067,469,60
54190,469,60
54392,469,60
54613,469,60
54690,469,60
54867,469,60
55037,469,60
56106,469,60
56140,469,60
56224,469,60
56539,469,60
57372,469,60
57391,469,60
57531,469,60
57621,469,60
57667,469,60
58098,469,60
58262,469,60
59042,469,60
59372,469,60
59772,469,60
60583,469,60
60622,469,60
60870,469,60
61036,469,60
61143,469,60
61744,469,60
62200,469,60
62282,469,60
62370,469,60
62590,469,60
62702,469,60
63244,469,60
63410,469,60
64291,469,60
65045,469,60
65957,469,60
66512,469,60
67260,469,60
68060,469,60
68569,469,60
68826,469,60
70012,469,60
70659,469,60
70689,469,60
70739,469,60
71320,469,60
71329,469,60
71399,469,60
71576,469,60
72438,469,60
72524,469,60
72863,469,60
73003,469,60
73186,469,60
73305,469,60
73993,469,60
74077,469,60
75587,469,60
75680,469,60
75737,469,60
75810,469,60
75833,469,60
77081,469,60
77880,469,60
78249,469,60
78798,469,60
79187,469,60
79245,469,60
79298,469,60
79471,469,60
79826,469,60
80109,469,60
80378,469,60
80741,469,60
80844,469,60
80987,469,60
82292,469,60
82721,469,60
82835,469,60
83029,469,60
83213,469,60
83270,469,60
83348,469,60
83519,469,60
83525,469,60
83538,469,60
83718,469,60
83815,469,60
84014,469,60
84049,469,60
84527,469,60
84896,469,60
85019,469,60
85114,469,60
85218,469,60
85495,469,60
85930,469,60
86748,469,60
87224,469,60
87302,469,60
87398,469,60
87495,469,60
87597,469,60
87632,469,60
88644,469,60
88870,469,60
89210,469,60
89219,469,60
89810,469,60
90735,469,60
90909,469,60
90919,469,60
91216,469,60
91254,469,60
91494,469,60
91688,469,60
93035,469,60
93370,469,60
93534,469,60
93811,469,60
95278,469,60
95923,469,60
95934,469,60
96671,469,60
96968,469,60
97011,469,60
97378,469,60
98401,469,60
98659,469,60
99304,469,60
99549,469,60
99635,469,60
99956,469,60
262,470,60
659,470,60
723,470,60
798,470,60
1104,470,60
2019,470,60
2408,470,60
2859,470,60
3013,470,60
3356,470,60
3530,470,60
3898,470,60
4339,470,60
4871,470,60
5330,470,60
5399,470,60
5694,470,60
6052,470,60
6302,470,60
6729,470,60
6945,470,60
7159,470,60
7463,470,60
7490,470,60
7941,470,60
7966,470,60
8026,470,60
9331,470,60
9818,470,60
9963,470,60
10596,470,60
10801,470,60
11369,470,60
11865,470,60
12457,470,60
12756,470,60
13063,470,60
13258,470,60
13756,470,60
13895,470,60
14464,470,60
14816,470,60
14888,470,60
15103,470,60
15278,470,60
15840,470,60
16935,470,60
17460,470,60
17886,470,60
18471,470,60
18862,470,60
19002,470,60
19099,470,60
19351,470,60
19626,470,60
19663,470,60
19728,470,60
20157,470,60
21169,470,60
21596,470,60
21806,470,60
24385,470,60
24981,470,60
25353,470,60
25775,470,60
26593,470,60
26722,470,60
26998,470,60
28163,470,60
28540,470,60
29450,470,60
29928,470,60
30119,470,60
31316,470,60
31986,470,60
32502,470,60
32787,470,60
33059,470,60
33747,470,60
34050,470,60
34451,470,60
35118,470,60
35767,470,60
36413,470,60
36893,470,60
36932,470,60
37499,470,60
37588,470,60
37633,470,60
38194,470,60
38488,470,60
38801,470,60
39095,470,60
39589,470,60
43309,470,60
44181,470,60
44220,470,60
45076,470,60
45299,470,60
45373,470,60
45490,470,60
45538,470,60
45807,470,60
46182,470,60
46373,470,60
46403,470,60
46576,470,60
46583,470,60
47364,470,60
47551,470,60
47698,470,60
47977,470,60
48275,470,60
48476,470,60
48846,470,60
49158,470,60
49800,470,60
49832,470,60
50176,470,60
50354,470,60
50541,470,60
50682,470,60
50775,470,60
50877,470,60
50944,470,60
51243,470,60
51456,470,60
51977,470,60
52189,470,60
52275,470,60
53022,470,60
53429,470,60
53609,470,60
54528,470,60
54850,470,60
55357,470,60
55544,470,60
55993,470,60
56609,470,60
56697,470,60
56994,470,60
57292,470,60
57919,470,60
58060,470,60
59290,470,60
59979,470,60
60872,470,60
61168,470,60
61333,470,60
62062,470,60
62389,470,60
62490,470,60
63614,470,60
64478,470,60
64853,470,60
66027,470,60
66601,470,60
67956,470,60
68347,470,60
68411,470,60
68606,470,60
69160,470,60
69213,470,60
69547,470,60
69645,470,60
69731,470,60
70251,470,60
71306,470,60
71369,470,60
71842,470,60
71857,470,60
71933,470,60
72652,470,60
72915,470,60
73899,470,60
74172,470,60
74344,470,60
74443,470,60
74869,470,60
75131,470,60
75668,470,60
76032,470,60
76133,470,60
77876,470,60
78007,470,60
78186,470,60
78481,470,60
78731,470,60
78818,470,60
78902,470,60
80081,470,60
80351,470,60
80886,470,60
81280,470,60
81297,470,60
81300,470,60
81707,470,60
82273,470,60
82622,470,60
82691,470,60
83286,470,60
84260,470,60
84354,470,60
84463,470,60
85243,470,60
85462,470,60
86217,470,60
86539,470,60
86676,470,60
87261,470,60
87378,470,60
89357,470,60
89368,470,60
89389,470,60
89435,470,60
89857,470,60
89876,470,60
90270,470,60
90982,470,60
91535,470,60
91746,470,60
93081,470,60
93298,470,60
93508,470,60
93561,470,60
96028,470,60
96219,470,60
96867,470,60
97063,470,60
98380,470,60
98613,470,60
99048,470,60
99275,470,60
99793,470,60
99794,470,60
99921,470,60
282,471,60
639,471,60
1451,471,60
1788,471,60
2053,471,60
2726,471,60
3092,471,60
3323,471,60
3506,471,60
3573,471,60
3765,471,60
4158,471,60
4938,471,60
5473,471,60
5902,471,60
6148,471,60
7004,471,60
7706,471,60
8825,471,60
9104,471,60
9303,471,60
9444,471,60
9996,471,60
10697,471,60
10980,471,60
11148,471,60
11173,471,60
11608,471,60
11667,471,60
12369,471,60
12641,471,60
12945,471,60
13565,471,60
14803,471,60
15183,471,60
15902,471,60
16082,471,60
16240,471,60
16301,471,60
16406,471,60
16429,471,60
16512,471,60
18011,471,60
19270,471,60
19438,471,60
20517,471,60
21123,471,60
21524,471,60
21645,471,60
21673,471,60
22055,471,60
22495,471,60
22564,471,60
22703,471,60
22963,471,60
23075,471,60
23324,471,60
23728,471,60
24225,471,60
24397,471,60
24418,471,60
24517,471,60
25621,471,60
25755,471,60
25799,471,60
26322,471,60
26795,471,60
27264,471,60
28027,471,60
28247,471,60
28315,471,60
28933,471,60
28981,471,60
29604,471,60
29867,471,60
30079,471,60
30139,471,60
30305,471,60
30446,471,60
31146,471,60
31317,471,60
31649,471,60
31948,471,60
32032,471,60
32185,471,60
32391,471,60
32450,471,60
32454,471,60
32910,471,60
33182,471,60
33227,471,60
33549,471,60
33618,471,60
33624,471,60
33820,471,60
33853,471,60
34211,471,60
34710,471,60
34729,471,60
34920,471,60
34930,471,60
36774,471,60
36928,471,60
37140,471,60
37848,471,60
38070,471,60
38075,471,60
39325,471,60
39377,471,60
39471,471,60
40029,471,60
40037,471,60
40091,471,60
40537,471,60
40564,471,60
40962,471,60
41106,471,60
41518,471,60
41808,471,60
42361,471,60
42423,471,60
42629,471,60
43191,471,60
43522,471,60
43792,471,60
44132,471,60
44643,471,60
44779,471,60
45425,471,60
45505,471,60
45537,471,60
45658,471,60
45984,471,60
47819,471,60
48284,471,60
48671,471,60
48886,471,60
49050,471,60
49579,471,60
50044,471,60
50867,471,60
50997,471,60
53673,471,60
53884,471,60
54124,471,60
54857,471,60
55194,471,60
55258,471,60
55496,471,60
56013,471,60
56138,471,60
56178,471,60
56339,471,60
56740,471,60
56812,471,60
57246,471,60
57576,471,60
58090,471,60
58137,471,60
58161,471,60
58650,471,60
58814,471,60
58830,471,60
59385,471,60
59812,471,60
59870,471,60
60140,471,60
60171,471,60
61144,471,60
61892,471,60
62388,471,60
63020,471,60
63788,471,60
63947,471,60
64619,471,60
64656,471,60
65182,471,60
65470,471,60
65491,471,60
66257,471,60
66452,471,60
66659,471,60
66872,471,60
66954,471,60
67577,471,60
68096,471,60
68532,471,60
68607,471,60
68941,471,60
69639,471,60
69803,471,60
70098,471,60
70179,471,60
70715,471,60
71487,471,60
71796,471,60
72111,471,60
72647,471,60
72856,471,60
73226,471,60
73360,471,60
73549,471,60
73649,471,60
75078,471,60
75086,471,60
75271,471,60
75454,471,60
75922,471,60
76027,471,60
76225,471,60
76254,471,60
76289,471,60
76512,471,60
76814,471,60
78547,471,60
78719,471,60
78869,471,60
79436,471,60
79809,471,60
80267,471,60
80563,471,60
80839,471,60
81185,471,60
81376,471,60
81590,471,60
82670,471,60
83897,471,60
83950,471,60
84002,471,60
85407,471,60
85573,471,60
86164,471,60
86782,471,60
87035,471,60
87173,471,60
87584,471,60
88334,471,60
88361,471,60
88774,471,60
88797,471,60
89214,471,60
89796,471,60
90847,471,60
90913,471,60
90939,471,60
90955,471,60
91245,471,60
91644,471,60
91812,471,60
92592,471,60
92846,471,60
93051,471,60
93134,471,60
93148,471,60
93289,471,60
93562,471,60
94369,471,60
94469,471,60
94585,471,60
95375,471,60
95492,471,60
95565,471,60
96892,471,60
97927,471,60
98048,471,60
98491,471,60
99354,471,60
99577,471,60
99688,471,60
48,472,60
52,472,60
447,472,60
824,472,60
922,472,60
1162,472,60
1467,472,60
2089,472,60
2928,472,60
3079,472,60
3194,472,60
3611,472,60
3649,472,60
4530,472,60
5157,472,60
5300,472,60
5323,472,60
5517,472,60
5573,472,60
5587,472,60
5841,472,60
6392,472,60
7828,472,60
7919,472,60
7987,472,60
8060,472,60
8102,472,60
8575,472,60
9117,472,60
10772,472,60
12727,472,60
12994,472,60
13122,472,60
13672,472,60
13698,472,60
13718,472,60
13843,472,60
14723,472,60
14804,472,60
14877,472,60
14982,472,60
15065,472,60
15215,472,60
15480,472,60
15602,472,60
15713,472,60
17651,472,60
17820,472,60
18416,472,60
18742,472,60
19475,472,60
19989,472,60
20130,472,60
20685,472,60
20920,472,60
21106,472,60
21840,472,60
22386,472,60
22443,472,60
22872,472,60
23613,472,60
23704,472,60
23751,472,60
24185,472,60
24235,472,60
25195,472,60
25201,472,60
25225,472,60
25517,472,60
25536,472,60
25591,472,60
25646,472,60
25735,472,60
26121,472,60
26373,472,60
26437,472,60
26527,472,60
26585,472,60
26633,472,60
26918,472,60
27039,472,60
27054,472,60
27238,472,60
27392,472,60
27791,472,60
28174,472,60
28305,472,60
28779,472,60
28793,472,60
29680,472,60
30560,472,60
31280,472,60
31486,472,60
32433,472,60
32888,472,60
33193,472,60
33378,472,60
33515,472,60
33524,472,60
33865,472,60
34604,472,60
34884,472,60
35105,472,60
35412,472,60
36131,472,60
37927,472,60
38679,472,60
39568,472,60
39601,472,60
39737,472,60
40098,472,60
40246,472,60
40353,472,60
40885,472,60
41052,472,60
41747,472,60
42149,472,60
42302,472,60
42600,472,60
42745,472,60
43098,472,60
43330,472,60
43549,472,60
43719,472,60
43726,472,60
44593,472,60
44674,472,60
44780,472,60
44943,472,60
45151,472,60
45189,472,60
45382,472,60
45418,472,60
45435,472,60
45775,472,60
46448,472,60
46605,472,60
46686,472,60
47155,472,60
47389,472,60
48238,472,60
48273,472,60
48405,472,60
48774,472,60
49058,472,60
49608,472,60
49687,472,60
49790,472,60
50281,472,60
50446,472,60
50591,472,60
50745,472,60
50963,472,60
51493,472,60
51545,472,60
51586,472,60
51624,472,60
51983,472,60
52030,472,60
52208,472,60
52213,472,60
52985,472,60
53205,472,60
53306,472,60
54308,472,60
54315,472,60
